record_no,syszone,use_type,inst_date,material,joint,joint_type,cathodic,diameter,length_ft
4037,554521,dist,2/1/1989,CI,Caulked,rigid,,10,238.0547437
4039,540203,dist,1/1/1965,CI,Caulked,rigid,Y,8,743.8289219
4040,554406,dist,1/1/1906,DI,,,,5,13.50980274
4043,553100,dist,10/1/1967,CI,Rubber Gasket,flexible,,11,712.5908969
4044,554301,dist,5/1/1974,CI,Caulked,rigid,,5,362.0461943
4045,554203,dist,4/1/1987,CI,Caulked,rigid,,11,2268.837617
4046,552200,dist,9/1/1951,CI,,,,7,636.8612867
4047,542401,dist,5/1/1966,CI,Caulked,rigid,Y,5,1225.792972
4048,571502,dist,11/1/1956,STL,Gas welded,brittle,Y,15,196.5967456
4049,536202,trunk,7/1/1972,STL,Arc-welded,robust,,50,101.0553064
4050,551101,dist,1/1/1923,CI,,,Y,3,204.2713523
4051,551801,dist,12/1/1990,CI,Caulked,rigid,,11,297.9629226
4052,554522,dist,7/1/1942,DI,,,,3,35.68408644
4053,554519,dist,6/1/1934,DI,,,,2,149.7680272
4054,554519,dist,8/1/1939,CI,Caulked,rigid,Y,11,88.77857478
4055,554201,dist,1/1/1987,STL,,,,11,44.36338034
4056,577800,dist,6/1/1944,CI,Caulked,rigid,Y,1,58.0915083
4057,554101,dist,7/1/1965,CI,,,Y,8,194.6099725
4058,543100,dist,6/1/1940,CI,,,,6,154.9867329
4059,543100,dist,12/1/1914,DI,,,,3,885.7707973
4060,542900,dist,4/1/1950,CI,Caulked,rigid,,7,170.8274979
4061,541200,dist,9/1/1935,CI,Caulked,rigid,,3,408.1954551
4062,541003,dist,12/1/1969,CI,,,Y,15,96.5033304
4063,541003,dist,6/1/1986,CI,,,,3,51.17230799
4064,571400,dist,10/1/1924,CI,Caulked,rigid,,22,260.6315846
4065,571102,dist,11/1/1958,CI,Caulked,rigid,Y,9,431.9001932
4066,554516,dist,2/1/1914,CI,Caulked,rigid,,5,441.5958916
4067,554513,dist,9/1/1975,CI,Caulked,rigid,,17,128.1093456
4069,571800,dist,8/1/1948,CI,,,Y,14,498.3894311
4070,554521,dist,11/1/2015,DI,,,,9,164.925655
4071,553503,dist,10/1/1928,CI,Caulked,rigid,,7,207.7391186
4072,553504,dist,6/1/1935,DI,,,,19,182.1618646
4073,553502,dist,1899-8-1,CI,Caulked,rigid,Y,1,127.5441045
4074,570603,dist,1890-4-1,CI,Rubber Gasket,flexible,Y,11,300.2383314
4075,536104,dist,6/1/1931,CI,,,,13,531.5268814
4076,571505,dist,12/1/1954,CI,Rubber Gasket,flexible,Y,1,636.7054967
4077,571502,dist,2/1/1978,CI,Caulked,rigid,,12,696.9809816
4078,573403,dist,4/1/1951,STL,Gas welded,brittle,Y,7,210.6709261
4079,575103,dist,5/1/1927,DI,,,,23,197.3844169
4080,575103,dist,9/1/1953,CI,Caulked,rigid,Y,11,353.2961362
4081,570203,dist,8/1/1948,CI,,,Y,19,77.81004828
4082,577100,dist,11/1/1983,CI,Caulked,rigid,,7,2164.962444
4083,570204,dist,5/1/1956,CI,Caulked,rigid,Y,3,382.1859198
4084,536201,dist,6/1/1981,DI,Rubber Gasket,flexible,,8,918.8816413
4085,980025,dist,7/1/1988,CI,Caulked,rigid,,6,236.1024885
4086,542200,dist,6/1/1952,CI,,,,2,802.0806691
4087,541605,dist,9/1/1942,AC,B&S,rigid,,6,817.7611076
4088,555107,dist,5/1/1928,STL,,,Y,5,158.8135788
4089,541802,dist,7/1/1941,CI,Rubber Gasket,flexible,,16,243.499609
4090,540203,dist,9/1/1942,CI,,,Y,12,371.8740447
4091,536104,dist,7/1/1958,CI,Caulked,rigid,,7,482.3813198
4092,554516,dist,12/1/1979,STL,Gas welded,brittle,,13,104.1628395
4093,554516,dist,7/1/1932,CI,Caulked,rigid,,6,286.4149886
4094,555001,dist,7/1/1992,CI,Caulked,rigid,,9,75.42046184
4095,543203,dist,10/1/1986,CI,Caulked,rigid,,8,17.67194177
4096,543304,dist,9/1/2007,CI,Caulked,rigid,,4,85.34706144
4097,543305,dist,2/1/1947,CI,Caulked,rigid,Y,10,524.2786456
4098,554516,dist,1/1/1945,CI,Rubber Gasket,flexible,Y,24,267.4462289
4099,554513,dist,12/1/1922,CI,Caulked,rigid,,8,498.9240588
4100,571300,dist,11/1/1979,CI,,,,11,562.9115658
4102,554001,dist,11/1/1979,CI,Caulked,rigid,,6,222.8488095
4103,554002,dist,9/1/1951,STL,,,,4,805.2453054
4104,554002,dist,1/1/1963,CI,Rubber Gasket,flexible,Y,20,95.34762592
4105,553901,dist,10/1/1951,AC,B&S,rigid,,18,1603.084165
4106,552200,dist,2/1/1926,STL,Arc-welded,robust,Y,4,300.2274729
4107,554201,dist,1/1/1928,CI,Caulked,rigid,,2,135.2899007
4108,551102,dist,3/1/1972,CI,Caulked,rigid,,5,486.1013429
4109,552800,dist,9/1/1961,DI,EQ joint,robust,,9,417.5529976
4110,552900,dist,8/1/1969,CI,Rubber Gasket,flexible,,12,403.1690638
4112,554801,dist,9/1/1922,CI,Caulked,rigid,Y,3,221.1710927
4114,552100,dist,7/1/1934,CI,Caulked,rigid,Y,12,877.3502496
4115,555001,dist,12/1/1960,CI,Rubber Gasket,flexible,Y,4,259.7292327
4116,550201,dist,3/1/1965,CI,Caulked,rigid,Y,2,435.2126511
4117,573902,dist,11/1/1925,CI,,,Y,1,334.2684973
4119,570503,dist,4/1/1957,CI,Rubber Gasket,flexible,Y,6,96.77206373
4120,572500,dist,7/1/1964,CI,,,,7,1140.439246
4121,551203,dist,6/1/1929,DI,,,,4,248.4584198
4122,551203,dist,11/1/1953,CI,Caulked,rigid,,6,61.5099978
4123,551502,dist,8/1/1944,CI,Caulked,rigid,,11,468.8985896
4124,554513,dist,12/1/1932,CI,Caulked,rigid,Y,10,110.1366163
4125,578100,dist,2/1/1935,CI,Caulked,rigid,Y,7,163.5248069
4126,555107,dist,4/1/1945,DI,EQ joint,robust,,14,163.0292598
4127,555107,dist,5/1/1959,CI,Caulked,rigid,Y,10,217.6271673
4128,574000,dist,2/1/1986,CI,Caulked,rigid,,6,305.7892421
4129,574000,dist,2/1/1962,CI,,,Y,12,189.7245688
4130,574100,dist,8/1/1996,CI,Caulked,rigid,,19,434.6109032
4131,574100,dist,12/1/2002,CI,Caulked,rigid,,9,351.0587515
4132,574000,dist,3/1/1943,STL,Gas welded,brittle,Y,14,285.3741607
4133,540502,dist,6/1/2007,CI,Caulked,rigid,,3,731.4038952
4134,540502,dist,12/1/1972,AC,B&S,rigid,,2,398.3045005
4135,541700,dist,2/1/1977,AC,B&S,rigid,,11,58.15805693
4136,553100,dist,7/1/1948,CI,Rubber Gasket,flexible,,5,140.8543568
4137,554406,dist,6/1/1956,CI,Caulked,rigid,Y,1,809.0725896
4138,553202,dist,10/1/1965,STL,,,,9,769.198553
4139,540102,dist,12/1/1924,AC,,,,9,1472.156497
4140,540101,dist,7/1/1950,AC,,,,6,371.6741569
4141,571502,dist,7/1/1949,CI,Caulked,rigid,,7,86.05074995
4142,572201,dist,7/1/1948,STL,,,Y,9,493.5004339
4143,572201,dist,6/1/1972,CI,Caulked,rigid,,3,175.2603031
4145,571502,dist,11/1/1961,CI,Caulked,rigid,,9,777.5734024
4146,571800,dist,2/1/1957,CI,Caulked,rigid,Y,6,1819.386067
4147,554001,dist,11/1/1950,CI,Caulked,rigid,Y,18,272.9006841
4148,570204,dist,5/1/1906,CI,Caulked,rigid,Y,12,2416.136569
4149,554515,dist,12/1/1969,STL,Gas welded,brittle,Y,3,262.6945615
4150,570502,dist,7/1/1993,CI,,,,9,316.1064684
4151,980018,dist,2/1/1965,DI,EQ joint,robust,,3,71.36553565
4152,576901,dist,12/1/1972,CI,Caulked,rigid,,9,802.3689442
4153,570703,dist,10/1/1938,STL,Arc-welded,robust,Y,18,860.4891043
4154,570901,dist,4/1/1958,CI,Caulked,rigid,,11,512.4392341
4155,570703,dist,6/1/1936,CI,Caulked,rigid,Y,6,203.7097023
4156,578100,dist,4/1/1958,CI,,,Y,15,129.1130781
4157,555107,dist,6/1/1954,CI,,,,8,43.39502918
4158,535902,dist,4/1/2002,CI,Caulked,rigid,,9,871.57518
4159,543100,dist,9/1/1941,CI,Caulked,rigid,,6,78.06241572
4160,541500,dist,7/1/1915,CI,Caulked,rigid,,7,256.4723969
4161,541402,dist,8/1/1945,CI,,,,10,726.5741613
4162,554201,dist,1/1/1967,CI,Caulked,rigid,,1,396.851328
4163,554201,dist,6/1/1904,AC,B&S,rigid,,5,97.68125229
4164,554002,dist,11/1/1954,STL,Arc-welded,robust,,6,436.4331778
4165,554002,dist,5/1/1975,CI,,,,22,195.8927415
4166,554521,dist,8/1/1986,CI,Caulked,rigid,,12,365.2094956
4167,542103,dist,11/1/1957,CI,Caulked,rigid,,12,499.9859299
4168,542104,dist,6/1/1942,AC,B&S,rigid,,4,74.88087867
4169,542000,dist,12/1/1948,CI,Caulked,rigid,Y,15,231.9161437
4170,543322,dist,9/1/1955,CI,,,Y,20,36.39961079
4171,543322,dist,5/1/1921,DI,,,,3,447.1295778
4172,543322,dist,3/1/1969,CI,Rubber Gasket,flexible,,5,376.5405621
4173,550202,dist,7/1/1934,CI,Caulked,rigid,Y,11,362.1160798
4174,578100,dist,9/1/1969,CI,,,Y,14,505.8446037
4175,553601,dist,9/1/1951,DI,,,,5,98.46684091
4176,570404,dist,4/1/1935,CI,Rubber Gasket,flexible,,4,330.9706108
4177,544001,dist,4/1/1976,CI,,,,8,826.4317601
4178,552700,dist,8/1/1971,CI,,,,8,1087.254497
4179,554514,dist,10/1/1927,CI,Caulked,rigid,Y,13,298.3193757
4180,554515,dist,5/1/1949,CI,,,,2,77.68231046
4181,571000,dist,11/1/1921,CI,Caulked,rigid,Y,7,222.9416479
4182,578000,dist,10/1/1932,CI,Caulked,rigid,Y,10,336.6586562
4183,573004,dist,4/1/1944,CI,Caulked,rigid,Y,5,1101.866056
4184,578000,dist,9/1/1978,CI,Caulked,rigid,,10,707.0647781
4185,554513,dist,10/1/1919,CI,Caulked,rigid,Y,8,77.15149268
4188,551201,dist,2/1/1949,CI,,,,8,450.7142552
4189,552200,dist,8/1/1949,CI,Caulked,rigid,Y,4,399.9230301
4190,551204,dist,11/1/1924,STL,,,,3,461.5839279
4191,552100,dist,2/1/1903,STL,Arc-welded,robust,,10,240.2419217
4192,554513,dist,11/1/1960,CI,Caulked,rigid,Y,4,87.42945249
4193,570001,dist,11/1/1966,DI,EQ joint,robust,,8,176.273124
4194,551700,dist,2/1/1942,CI,Caulked,rigid,,5,108.5886299
4195,553400,dist,8/1/1979,DI,,,,5,58.7610967
4196,553400,dist,8/1/1986,CI,Caulked,rigid,,6,64.35191491
4197,573800,dist,9/1/1940,CI,Caulked,rigid,,7,132.403666
4198,542200,dist,11/1/1952,CI,Caulked,rigid,Y,1,760.700266
4199,571400,dist,8/1/1963,DI,,,,10,230.3099177
4201,571400,dist,6/1/1961,DI,Rubber Gasket,flexible,,2,463.4204923
4202,571400,dist,2/1/1975,CI,,,,13,611.5482689
4203,571400,dist,7/1/1970,AC,B&S,rigid,,1,175.6843539
4204,542000,dist,11/1/1914,CI,,,Y,7,596.0552564
4205,542000,dist,8/1/1915,DI,,,,6,106.3496612
4207,571800,dist,4/1/1903,AC,B&S,rigid,,8,309.029375
4208,573403,dist,5/1/1957,CI,Caulked,rigid,,4,440.495727
4209,542000,dist,12/1/1982,CI,Caulked,rigid,,9,38.24096835
4210,543305,dist,6/1/1990,CI,Caulked,rigid,,6,484.0250059
4211,574400,dist,5/1/1969,DI,EQ joint,robust,,24,91.28102874
4212,554201,dist,3/1/1921,STL,,,Y,8,1374.74095
4213,540501,dist,10/1/1950,STL,Gas welded,brittle,,23,416.3131501
4214,571701,dist,3/1/1923,CI,Caulked,rigid,Y,9,211.1913262
4215,554403,dist,4/1/1933,CI,,,,8,202.4835362
4217,571701,dist,6/1/1968,CI,Caulked,rigid,,5,201.8227368
4218,554002,dist,2/1/1946,STL,,,Y,24,200.5179546
4219,553902,dist,7/1/1954,CI,Caulked,rigid,Y,3,1576.892993
4220,541802,dist,8/1/1937,CI,Caulked,rigid,,6,483.3002813
4221,540000,dist,4/1/1950,CI,Caulked,rigid,,3,1594.633751
4222,571701,dist,9/1/1932,CI,Caulked,rigid,,11,53.61967961
4223,571800,dist,11/1/1929,CI,Caulked,rigid,Y,1,65.51058116
4224,570703,dist,3/1/2008,CI,Rubber Gasket,flexible,,5,146.1559674
4225,574902,dist,2/1/1924,AC,,,,2,81.21331073
4226,571800,dist,10/1/1951,DI,EQ joint,robust,,6,211.4721955
4227,571800,dist,3/1/1916,STL,Arc-welded,robust,Y,10,79.34299608
4228,570901,dist,10/1/1963,CI,Caulked,rigid,,8,665.6691859
4229,543321,dist,12/1/1938,CI,Caulked,rigid,Y,3,792.9665048
4230,543304,dist,2/1/1974,CI,Caulked,rigid,,3,462.4034749
4231,543304,dist,2/1/1931,CI,Rubber Gasket,flexible,,1,37.94845772
4232,536201,dist,12/1/1953,DI,EQ joint,robust,,9,496.8647205
4233,573201,dist,4/1/1950,CI,,,Y,3,96.0817945
4234,573201,dist,2/1/1913,CI,Caulked,rigid,,5,402.7702649
4235,573202,dist,6/1/1925,CI,Caulked,rigid,,9,603.7562224
4236,552200,dist,11/1/1968,CI,Caulked,rigid,Y,2,329.0468661
4237,555211,dist,6/1/1947,CI,Rubber Gasket,flexible,Y,11,418.6236596
4238,555211,dist,1/1/1955,CI,Caulked,rigid,,2,324.1633616
4239,552601,dist,1/1/1932,DI,,,,3,546.1020402
4240,552100,dist,4/1/1931,CI,Caulked,rigid,,7,620.5502741
4241,552700,dist,1/1/1968,DI,,,,3,721.4466715
4242,555105,dist,12/1/2002,CI,Caulked,rigid,,12,172.5562577
4243,554801,dist,5/1/1943,AC,B&S,rigid,,4,450.509149
4244,536104,dist,5/1/1987,CI,Caulked,rigid,,4,173.6609405
4245,540000,dist,1/1/1936,CI,,,Y,4,1836.8416
4246,570703,dist,6/1/1993,STL,Gas welded,brittle,,19,322.4276298
4247,554521,dist,10/1/1931,CI,Caulked,rigid,,22,175.5596752
4248,554406,dist,6/1/1926,CI,Caulked,rigid,Y,9,228.2935692
4249,542000,dist,1/1/1957,CI,Caulked,rigid,,12,424.6827699
4250,575102,dist,12/1/1994,DI,,,,23,100.7722324
4251,570001,dist,7/1/1965,CI,,,Y,4,1020.682574
4252,551802,dist,8/1/1961,DI,,,,10,208.9560899
4253,553202,dist,3/1/1955,STL,Arc-welded,robust,,8,585.5670263
4254,554106,dist,5/1/1971,CI,Caulked,rigid,,7,64.83906184
4255,554516,dist,4/1/1988,CI,Rubber Gasket,flexible,,21,283.1939266
4256,554801,dist,2/1/1961,DI,EQ joint,robust,,7,4384.676161
4258,554522,dist,12/1/1955,AC,B&S,rigid,,6,417.0592258
4259,552900,dist,3/1/1989,CI,Caulked,rigid,,16,96.44469021
4260,552100,dist,6/1/1957,CI,Caulked,rigid,Y,1,284.0559804
4261,552900,dist,8/1/1961,CI,Caulked,rigid,,8,269.0890142
4262,541606,dist,10/1/1915,CI,Caulked,rigid,,20,806.1827095
4263,570602,dist,7/1/1951,CI,Caulked,rigid,Y,6,771.3791328
4264,573402,dist,2/1/1952,AC,B&S,rigid,,11,193.0973471
4265,570602,dist,11/1/1971,STL,Gas welded,brittle,,11,90.4873949
4266,541603,dist,10/1/1945,CI,Caulked,rigid,Y,21,639.6369173
4267,570502,dist,11/1/1935,CI,Rubber Gasket,flexible,,14,946.7178815
4268,572001,dist,10/1/1975,CI,,,,10,1392.73923
4269,575202,dist,4/1/1970,STL,Arc-welded,robust,,10,841.830303
4270,573402,dist,5/1/1934,CI,Caulked,rigid,,3,200.59125
4271,570502,dist,3/1/1905,CI,Caulked,rigid,,1,866.5662081
4272,554513,dist,6/1/1969,CI,Caulked,rigid,Y,4,92.0232191
4273,542104,dist,2/1/1975,CI,Caulked,rigid,,5,588.4282775
4274,575102,dist,4/1/1945,CI,Caulked,rigid,,3,423.7758911
4275,575102,dist,1/1/1993,DI,,,,12,704.4961034
4277,541802,dist,9/1/1990,DI,Rubber Gasket,flexible,,4,686.8614193
4279,541801,dist,9/1/1974,AC,,,,2,575.9302842
4280,543321,dist,6/1/1942,CI,,,,8,214.1854085
4281,555105,dist,2/1/1933,CI,Caulked,rigid,,6,22.7896957
4282,555107,dist,8/1/1947,AC,B&S,rigid,,12,125.6733306
4283,555001,dist,2/1/1964,CI,,,,15,246.5507776
4284,555001,dist,8/1/1925,CI,Caulked,rigid,Y,7,78.81059764
4285,543321,dist,8/1/1954,CI,Caulked,rigid,Y,5,152.7841013
4286,551201,dist,4/1/1956,CI,Rubber Gasket,flexible,Y,2,246.6822914
4287,551801,dist,2/1/1922,DI,EQ joint,robust,,8,99.28061389
4288,570003,dist,1/1/1949,CI,Caulked,rigid,Y,2,822.7993464
4289,570800,dist,10/1/1963,CI,Caulked,rigid,,7,576.7160288
4290,551801,dist,8/1/2004,CI,Caulked,rigid,,11,126.9546661
4291,543305,dist,1/1/1923,CI,Caulked,rigid,,4,699.0158374
4292,554519,dist,11/1/1984,CI,Caulked,rigid,,12,52.01594103
4293,574300,dist,12/1/1964,CI,Caulked,rigid,,4,237.2442533
4294,550202,dist,2/1/1933,CI,Caulked,rigid,,11,74.92090004
4295,554521,dist,12/1/1972,CI,Caulked,rigid,,7,131.3987799
4296,575201,dist,5/1/1988,CI,Caulked,rigid,,3,102.0272985
4297,570003,dist,8/1/1959,CI,Caulked,rigid,,7,53.06622415
4298,541500,dist,7/1/1953,CI,Caulked,rigid,,9,298.5929238
4299,541401,dist,7/1/1968,CI,Caulked,rigid,,5,636.0348199
4301,571300,dist,11/1/1943,STL,Arc-welded,robust,Y,3,369.7601233
4302,571400,dist,5/1/1964,CI,Caulked,rigid,,2,340.1962807
4303,571400,dist,6/1/1955,CI,Caulked,rigid,,8,207.0212489
4304,554406,dist,6/1/1934,CI,Caulked,rigid,,5,88.76766042
4305,980012,dist,3/1/1935,CI,Caulked,rigid,Y,10,299.430013
4307,550101,dist,6/1/1929,CI,Caulked,rigid,Y,5,222.600125
4308,575001,dist,6/1/1953,DI,EQ joint,robust,,10,695.5290923
4309,571201,dist,2/1/1996,AC,B&S,rigid,,10,90.6488617
4310,554521,dist,1/1/1963,CI,Caulked,rigid,,6,230.6670762
4311,570701,dist,6/1/1945,CI,,,,10,43.58772492
4312,553801,dist,1/1/1929,DI,Rubber Gasket,flexible,,7,98.22108652
4313,575401,dist,11/1/1937,CI,Caulked,rigid,Y,15,1206.099518
4314,554516,dist,7/1/1975,CI,,,,24,67.76733414
4315,551502,dist,11/1/1956,AC,B&S,rigid,,2,404.7634966
4316,553601,dist,11/1/1968,CI,Caulked,rigid,Y,2,397.1385018
4317,554802,dist,9/1/1953,STL,Gas welded,brittle,,5,606.0496556
4319,571400,dist,11/1/1958,CI,,,,1,310.2536172
4320,571102,dist,3/1/1934,DI,,,,2,289.190619
4321,573102,dist,12/1/1929,DI,EQ joint,robust,,11,167.1356861
4322,543304,dist,5/1/1913,CI,Caulked,rigid,Y,9,106.9555663
4323,573601,dist,4/1/1935,CI,Caulked,rigid,,4,227.4387147
4324,573601,dist,3/1/1956,DI,,,,1,307.268497
4325,570203,dist,3/1/1969,CI,Caulked,rigid,Y,22,71.21930885
4326,553503,dist,9/1/1968,CI,Rubber Gasket,flexible,Y,10,144.796875
4327,554517,dist,1/1/1911,CI,Caulked,rigid,Y,1,202.3543409
4328,573102,dist,1/1/1919,STL,Arc-welded,robust,Y,4,1008.918083
4329,554900,dist,9/1/1956,CI,Caulked,rigid,Y,22,107.9112861
4330,570305,dist,5/1/1957,CI,Caulked,rigid,Y,4,127.102016
4331,554513,dist,8/1/1967,CI,,,,3,53.95703958
4332,555001,dist,12/1/1929,CI,Caulked,rigid,,4,281.4667878
4333,571101,dist,11/1/1905,DI,EQ joint,robust,,5,1544.956806
4334,571400,dist,5/1/1980,CI,Caulked,rigid,,6,77.71189531
4335,571300,dist,5/1/1954,CI,Caulked,rigid,,13,1298.88171
4336,542501,dist,2/1/1981,CI,Caulked,rigid,,8,180.4975771
4337,543201,dist,4/1/1952,CI,Caulked,rigid,Y,9,793.0978715
4338,542501,dist,1/1/1938,AC,B&S,rigid,,1,161.5651481
4339,543321,dist,6/1/1984,CI,Caulked,rigid,,20,142.0292351
4340,543306,dist,3/1/1980,CI,,,,17,77.97486348
4341,542900,dist,1/1/1924,CI,,,Y,10,202.7441341
4342,542900,dist,11/1/1962,CI,Caulked,rigid,,3,171.6142649
4343,543321,dist,8/1/1977,CI,Caulked,rigid,,5,156.5612763
4344,570203,dist,6/1/1946,CI,Caulked,rigid,Y,7,100.3745343
4345,542106,dist,8/1/1909,CI,Caulked,rigid,Y,5,820.4751398
4346,542104,dist,10/1/1979,AC,B&S,rigid,,7,252.0742639
4347,571800,dist,6/1/1979,CI,Caulked,rigid,,10,420.1483414
4348,536201,dist,12/1/1969,CI,Caulked,rigid,,1,262.7754194
4349,570202,dist,6/1/1976,CI,Caulked,rigid,,1,101.0530546
4350,980025,dist,11/1/1941,DI,Rubber Gasket,flexible,,4,215.848625
4351,554517,dist,2/1/1941,CI,Caulked,rigid,Y,2,28.59777762
4352,554521,dist,10/1/2007,CI,Caulked,rigid,,9,158.1765073
4353,553901,dist,10/1/1935,AC,,,,2,70.63121664
4355,541300,dist,2/1/1954,CI,,,Y,10,621.2922056
4356,554516,dist,10/1/1942,CI,Caulked,rigid,Y,14,133.3958723
4357,571300,dist,11/1/1949,CI,Caulked,rigid,Y,8,225.7127595
4358,554900,dist,3/1/2010,CI,Caulked,rigid,,22,134.1123393
4359,554521,dist,3/1/1951,DI,,,,9,174.65523
4360,553300,dist,1/1/1982,CI,,,,2,317.3015342
4362,554801,dist,5/1/1915,CI,Caulked,rigid,Y,12,90.22794696
4363,554802,dist,8/1/1965,STL,Gas welded,brittle,,17,218.1483885
4364,552100,dist,9/1/1963,CI,Rubber Gasket,flexible,Y,2,388.9437693
4365,552100,dist,9/1/1977,AC,B&S,rigid,,5,246.5842264
4366,552900,dist,3/1/1925,CI,,,,7,996.35155
4368,550202,dist,4/1/1975,AC,,,,9,889.9419912
4369,555002,dist,8/1/1945,CI,Caulked,rigid,,12,498.8280631
4370,554521,dist,3/1/1910,AC,B&S,rigid,,8,144.6130197
4371,570403,dist,12/1/1965,CI,Caulked,rigid,,6,314.4837212
4372,553504,dist,7/1/1937,CI,Caulked,rigid,Y,21,403.8962683
4373,554001,dist,7/1/1931,CI,Rubber Gasket,flexible,Y,14,1563.48124
4374,536102,dist,9/1/1960,STL,Gas welded,brittle,,19,162.3882703
4375,577700,dist,9/1/1983,CI,Caulked,rigid,,5,322.6100036
4376,577700,dist,5/1/1967,CI,Caulked,rigid,Y,5,185.2397709
4377,572600,dist,1/1/1966,CI,Caulked,rigid,,9,2815.33801
4378,551300,dist,5/1/1954,CI,Caulked,rigid,,22,55.05711606
4380,551204,dist,11/1/1917,CI,,,Y,4,414.4606713
4381,551204,dist,5/1/1941,CI,Caulked,rigid,,1,95.64615455
4382,551203,dist,9/1/1961,DI,,,,11,115.7933942
4383,551203,dist,4/1/1947,CI,,,Y,6,221.9931004
4384,540203,dist,6/1/1999,CI,Rubber Gasket,flexible,,4,161.9505899
4385,541700,dist,3/1/1906,CI,,,,6,284.4124932
4386,553300,dist,1/1/1967,CI,Caulked,rigid,,5,744.8128043
4387,542800,dist,7/1/1921,CI,Caulked,rigid,,2,440.7343343
4388,542800,dist,10/1/1976,CI,,,,21,222.4941722
4389,542700,dist,8/1/1955,CI,,,Y,8,1032.694272
4390,542700,dist,6/1/1932,CI,,,Y,7,463.9188787
4391,542200,dist,2/1/1957,CI,,,,7,362.7478242
4392,543203,dist,6/1/1941,DI,,,,9,435.136413
4393,542402,dist,11/1/1946,CI,,,Y,5,438.0445122
4394,542402,dist,8/1/1967,DI,Rubber Gasket,flexible,,12,180.1764261
4395,571000,dist,10/1/1973,CI,Caulked,rigid,,10,377.6260097
4396,554521,dist,9/1/1952,STL,Gas welded,brittle,Y,22,140.7074509
4397,570100,dist,2/1/1937,CI,,,,6,334.8601027
4398,536103,dist,7/1/1953,CI,Caulked,rigid,Y,12,852.1660659
4399,553300,dist,3/1/1989,CI,Caulked,rigid,,19,70.97346865
4400,543321,dist,3/1/1992,CI,Caulked,rigid,,5,145.0313889
4401,541802,dist,1/1/1959,DI,,,,16,314.7227285
4403,554519,dist,11/1/1940,DI,EQ joint,robust,,3,221.5366117
4404,554516,dist,11/1/1940,CI,Caulked,rigid,Y,7,104.5507424
4405,554516,dist,12/1/1974,CI,,,,9,70.53273796
4406,551502,dist,5/1/1968,AC,B&S,rigid,,5,742.2462039
4407,551402,dist,2/1/1929,CI,Caulked,rigid,Y,3,188.621983
4408,551502,dist,2/1/2014,CI,Caulked,rigid,,12,368.6025731
4409,551502,dist,2/1/1960,CI,Caulked,rigid,Y,1,78.35323619
4410,543304,dist,3/1/1922,AC,,,,4,175.4814213
4411,543304,dist,4/1/1935,CI,Caulked,rigid,Y,1,313.0751834
4412,543304,dist,9/1/1957,CI,Caulked,rigid,Y,3,154.7596171
4413,573902,dist,4/1/1920,CI,Caulked,rigid,,1,355.4978422
4414,555202,dist,2/1/1917,CI,Caulked,rigid,Y,11,535.8674552
4415,551802,dist,8/1/1988,STL,Gas welded,brittle,,23,351.0757108
4416,541605,dist,11/1/1928,CI,Caulked,rigid,Y,10,202.0073368
4417,571300,dist,7/1/1920,STL,,,,9,540.2989573
4418,554521,dist,10/1/1923,CI,Rubber Gasket,flexible,,4,259.8889993
4419,554406,dist,7/1/1963,CI,,,Y,9,210.7219904
4420,541801,dist,5/1/1940,CI,Rubber Gasket,flexible,Y,10,551.6673312
4422,554900,dist,4/1/1978,DI,,,,11,133.9607119
4423,541003,dist,3/1/1925,DI,,,,5,140.2082272
4424,541003,dist,7/1/1956,DI,,,,12,44.54516499
4425,571900,dist,4/1/1964,CI,Caulked,rigid,Y,1,337.4764938
4426,571000,dist,9/1/1942,CI,Caulked,rigid,Y,3,63.57681065
4427,535902,dist,7/1/1926,CI,,,Y,8,1637.382261
4429,540202,dist,5/1/1975,CI,Caulked,rigid,,5,372.8755504
4430,571502,dist,11/1/1963,STL,,,,16,207.8560161
4431,571701,dist,2/1/1975,STL,Arc-welded,robust,,3,269.6030879
4434,574500,dist,11/1/1952,CI,,,,11,268.1383882
4435,574500,dist,11/1/1928,DI,EQ joint,robust,,4,169.7883363
4436,574800,dist,9/1/1984,CI,Caulked,rigid,,12,619.5410536
4437,543000,dist,3/1/1991,CI,Caulked,rigid,,3,643.5685734
4439,543000,dist,12/1/1942,CI,Caulked,rigid,Y,18,45.47232845
4440,552200,dist,2/1/1959,STL,Arc-welded,robust,Y,9,1853.332656
4441,570202,dist,4/1/1923,DI,EQ joint,robust,,7,407.0526204
4442,570403,dist,7/1/1937,STL,Arc-welded,robust,Y,9,137.2450377
4443,570306,dist,2/1/1978,AC,B&S,rigid,,2,279.5096881
4444,570306,dist,7/1/1942,STL,,,Y,3,311.3152623
4445,573902,dist,1/1/1985,DI,EQ joint,robust,,3,158.4209012
4447,573902,dist,6/1/1970,CI,Caulked,rigid,,12,158.3744858
4448,570701,dist,7/1/1987,DI,EQ joint,robust,,6,528.8879837
4449,554301,dist,2/1/1927,CI,Caulked,rigid,Y,10,402.5144798
4450,571300,dist,8/1/1938,CI,,,Y,12,214.7383894
4451,553901,dist,4/1/1959,CI,,,,7,203.351931
4452,570003,dist,10/1/1909,STL,,,Y,4,643.4444754
4453,571300,dist,12/1/1949,AC,,,,5,399.26178
4454,536104,dist,4/1/1951,DI,,,,1,89.76656013
